id,intent,text
537,visual-studio,What's the best/fastest/easiest way to collapse all projects in Visual Studio?
538,oracle,ORA-03113: end-of-file on communication channel after long inactivity in ASP.Net app
539,matlab,Looking for an alternative matlab editor.
540,oracle,How do I find the definition of a system-named constraint in Oracle?
541,visual-studio,How can I create and develop new database projects in Visual Studio?
542,oracle,How do I change the IP address on Oracle 10g
543,visual-studio,ReSharper sluggishness
544,visual-studio,Finding errors / warnings in Visual Studio
545,sharepoint,Uninstall Sharepoint Infrastructure Update
546,visual-studio,Vertical line after a certain amount characters in Visual Studio
547,visual-studio,Using Visual Studio's 'cl' from a normal command line
548,oracle,How can I avoid ta warning fom an unused parameter in PLSQ?
549,spring,How do you authenticate against an Active Directory server using Spring Security?
550,excel,Excel 2007 pivot tables - how to use calculated fields when connecting to a data cube?
551,oracle,How to accept REF cursor in JAVA without importing Oracle Package
552,sharepoint,How do you disable a SharePoint webpart temporarily?
553,visual-studio,"Visual Studio Intellisense, c#, no code behind."
554,excel,Array Formulas in Conditional Formatting of Excel XML Spreadsheet files?
555,oracle,Oracle ORDImage processing in PL/SQL: Getting IMG-00710 and ORA-01031
556,osx,How do I enable more than 8-bit colors in Terminal.app?
557,sharepoint,Customizing Search Results Display in Sharepoint Services 3.0 Wiki
558,svn,Best general SVN Ignore Pattern?
559,sharepoint,Sharepoint Item Level Access & performance
560,svn,Adding a SVN repository in Eclipse
561,visual-studio,"What does the option ""convert to web application"" do if I select it in visual studio?"
562,oracle,Dropping a connected user from an Oracle 10g database schema
563,excel,Sending Excel to user through ASP.NET
564,bash,Determine if a function exists in bash
565,visual-studio,How to Autogenerate multiple getters/setters or accessors in Visual Studio
566,sharepoint,How do I make a Microsoft Word document “read only” within a SharePoint document library?
567,linq,LINQ to SQL in Visual Studio 2005
568,visual-studio,Best way to learn Visual Studio power features
569,sharepoint,"Creating a workflow task generates an ""Invalid field name"" error"
570,visual-studio,"What is ""missing"" in the Visual Studio Express Editions?"
571,oracle,TimeStamp in Control File
572,linq,Debugging LINQ to SQL SubmitChanges()
573,wordpress,Is the syntax for the Wordpress style.css template element available anywhere?
574,oracle,"Oracle connection problem on Mac OSX: ""Status : Failure -Test failed: Io exception: The Network Adapter could not establish the connection"""
575,visual-studio,Resharper and ViEmu Keybindings  ( and Visual Assist )
576,osx,Virtual network interface in Mac OS X
577,excel,Excel column names
578,svn,What is your preferred method for moving directory structures around in Subversion?
579,osx,Programmatically stream audio in Cocoa on the Mac
580,svn,SVN checkout question
581,oracle,Control which columns become primary keys with Microsoft Access ODBC link to Oracle
582,osx,endian-ness of new macs - are all pc platforms the same now?
583,svn,How can you overcome the svn 'out of date' error?
584,osx,Beginner question about XCode 3.1.1 and static libraries
585,apache,Make apache automatically strip off the www.?
586,visual-studio,How to get Intellisense on error-marked code in Visual Studio 2005?
587,linq,"How to do a ""where in values"" in LINQ-to-Entities"
588,apache,Can regex capture and substitution be used with an Apache DirectoryMatch directive?
589,sharepoint,How do you include a JavaScript file from within a SharePoint WebPart?
590,osx,what's the best app to draw wireframes on the mac? (And why)
591,cocoa,CPAN/gem-like repository for Objective-C and Cocoa?
592,sharepoint,Microsoft Sharepoint
593,apache,Apache gives me 403 Access Forbidden when DocumentRoot points to two different drives
594,visual-studio,Is there a tool to convert a .vim colour definition file to use in VS.NET 2008
595,visual-studio,How do I get my Visual Studio Test Suite web test to iterate over my data source
596,ajax,Can you reliably set or delete a cookie during the server side processing of an Ajax (XHR) call?
597,bash,"In a bash script, how do I sanitize user input?"
598,oracle,How to create or replace a procedure in Oracle from JBDC?
599,matlab,Matlab Maximum Function Count Exceeded
600,oracle,How do you connect to a MySQL database using Oracle SQL Developer?
601,bash,Exit Shell Script Based on Process Exit Code
602,sharepoint,SharePoint Event when Permissions of ListItems have been changed ?
603,excel,Excel Macro Language
604,visual-studio,Advantages of VS 2008 over VS 2005
605,visual-studio,Can Visual Studio 2008 work with Team System 2005?
606,sharepoint,Order SharePoint search results by more columns
607,visual-studio,"""Greedy"" <Delete> and <Backspace> in Visual Studio"
608,ajax,What would be the best place to start learning AJAX (I have Perl as a backend)
609,sharepoint,How do I use a list from a different site in SharePoint 3.0?
610,apache,Can I serve a ClickOnce application with Apache?
611,osx,OSX Security Framework NameAndPassword sample application
612,oracle,What is the difference between Views and Materialized Views in Oracle?
613,svn,Moving from VSS to SVN
614,visual-studio,Number of Classes in a Visual Studio Solution
615,sharepoint,Inconsistent display behavior for Quick Launch menu in MOSS 2007
616,svn,"Why does StatSVN fail, claiming the directory is not a working copy?"
617,svn,How to switch back to a previous version of a file without deleting its subsequent revisions?
618,drupal,learning drupal fast track: how to create a stackoverflow clone?
619,sharepoint,How can I automate the process of deploying an InfoPath Form to SharePoint Server 2007?
620,visual-studio,What is your favorite Resharper/Visual Studio shortcut?
621,osx,How Can You Generate a Makefile from an XCode Project?
622,svn,"Subversion Error: ""Working copy [directory] not locked"""
623,oracle,How to determine the Schemas inside an Oracle Data Pump Export file.
624,matlab,Generating a list of dependencies in Matlab
625,visual-studio,Can I create a Visual Studio macro to launch a specific project in the debugger?
626,visual-studio,Visual Studio: Detecting unneeded Assemblies
627,svn,How can I retore svn control if the .svn folder has been damaged
628,osx,Arial Font doesn't display properly in Mac
629,visual-studio,Any suggestions for effectively testing AJAX enabled web pages using MSVS Tester Edition Tools?
630,visual-studio,Why is Visual Studio constantly crashing?!
631,visual-studio,What's the name of Visual Studio Import UI Widget (picture inside)
632,oracle,What is the best way to encrypt a clob?
633,visual-studio,Keyboard shortcut to close all tabs but current one in Visual Studio?
634,visual-studio,Visual Studio 2005 says I don't have permission to debug?
635,apache,How to put up an off-the-shelf https to http gateway?
636,apache,Automated Apache Server Maintenance Page
637,osx,Focus-follows-mouse (plus auto-raise) in Mac OSX.
638,visual-studio,What is the optimal VSTF source structure? Are there any best practices?
639,apache,Restrict Apache to only allow access using SSL for some directories
640,visual-studio,Favorite Visual Studio keyboard shortcuts
641,visual-studio,Combo Box Item comparison and compiler warnings
642,visual-studio,What is the most common feature that demands the use of Visual Studio Professional over Standard?
643,bash,How do I change the colors displayed in cygwin rxvt?
644,svn,How do I fix this Subversion MKCOL error?
645,ajax,Does Ajax detoriates performance?
646,svn,Best way to run unit tests after each commit ? - svn - branch per feature
647,ajax,How important do you think Progressive Enhancement is?
648,svn,How can I create a directory listing of a subversion repository.
649,visual-studio,Visual Studio color settings for better eye
650,osx,What is a good GUI text editor for the Mac?
651,sharepoint,Mashups and SharePoint
652,visual-studio,Hidden Features of Visual Studio (2005-2008)?
653,visual-studio,How do I set specific environment variables when debugging in Visual Studio?
654,svn,"How do I undo ""svn switch"" on a subdirectory?"
655,bash,Spawning an interactive telnet session from a shell script
656,spring,spring & web service client - Fault Detail
657,oracle,How do I go about using Microsoft Access (2003/2007) to interface with an Oracle (10g) DB to produce reports?
658,sharepoint,MOSS 2007 Crawl
659,excel,Programmatically exclude page items in olap pivot
660,osx,Finding per-process bandwidth usage on the mac?
661,sharepoint,Setting the 'audience' in a SharePoint-NavigationNode ?
662,visual-studio,Multiple Monitors with Visual Studio 2008
663,visual-studio,Check if application was started from within Visual Studio
664,oracle,"Is Oracle RDBMS more stable, secure, robust, etc. than MySQL RDBMS?"
665,drupal,Missing label on Drupal 5 CCK single on/off checkbox
666,bash,How do I escape the wildcard/asterisk character in bash?
667,svn,Synchronize SourceSafe with SVN
668,visual-studio,What's the best way to create a drop-down list in a Windows application using Visual Basic?
669,visual-studio,Which would you rather use: VisualSVN or AnkhSVN?
670,visual-studio,Including eval / bind values in OnClientClick code
671,visual-studio,What are some good usability Addins for Visual Studio 2008?
672,svn,Subversion Branch Reintegration
673,svn,Is there a means to produce a changelog in SVN
674,oracle,Explain Plan Cost vs Execution Time
675,qt,Table and List view with single Model in Qt
676,ajax,"How is AJAX implemented, and how does it help web dev?"
677,svn,Where to start with source-control
678,bash,"In bash, environmental variables not tab-expanding correctly"
679,oracle,Oracle Natural Joins and Count(1)
680,sharepoint,How can you have SharePoint Link Lists default to opening in a new window?
681,ajax,Is there a list of AJAX JSF Libraries available?
682,visual-studio,Can FxCop/StyleCop be limited to only analyze selected methods from with Visual Studio?
683,visual-studio,ReportViewer displaying black background in Print Layout mode
684,bash,Favorite Bash Prompt
685,bash,Real-time history export amongst bash terminal windows
686,sharepoint,How do I run another web site or web service side by side with Sharepoint?
687,apache,Apache module FORM handling in C
688,oracle,Direct Path Load of TimeStamp Data With SQL*LDR
